"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Timor-Leste,"22,890",+1,131 ,,"22,748",+2,11,,"16,763",96,"265,125","194,163","1,365,478 ",Asia,0.7,,8,2022-05-17
 Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,330","21,976,584 ",Africa,,,1,2022-05-17
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,730",33,,,"6,772,199 ",North America,,,"2,073",2022-05-17
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,297",203,"5,117","7,122","718,428 ",Australia/Oceania,,,"2,326",2022-05-17
Gibraltar,"18,129",,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278","33,672 ",Europe,,,"43,003",2022-05-17
South Sudan,"17,550",+9,138 ,,"13,514",,"3,898",1,"1,534",12,"392,400","34,302","11,439,570 ",Africa,0.8,,341,2022-05-17
Tajikistan," 17,388",,124 ,,"17,264",,0,,"1,749",12,,,"9,938,840 ",Asia,,,,2022-05-17
Liechtenstein,"17,361",+14,84 ,,"17,227",+30,50,,"452,900","2,191","102,174","2,665,432","38,333 ",Europe,365,,"1,304",2022-05-17
San Marino,"16,852",,115 ,,"16,454",,283,4,"494,701","3,376","152,231","4,468,839","34,065 ",Europe,,,"8,308",2022-05-17
Grenada,"16,784",+272,221 ,,"14,878",+175,"1,685",4,"147,877","1,947","159,562","1,405,833","113,500 ",North America,"2,396",,"14,846",2022-05-17
Equatorial Guinea,"15,910",,183 ,,"15,701",,26,5,"10,683",123,"317,211","212,996","1,489,284 ",Africa,,,17,2022-05-17
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,401",186,"305,941","301,446","1,014,913 ",Africa,,,15,2022-05-17
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,937",23,"81,294","16,301","4,987,055 ",Africa,,,"1,539",2022-05-17
Bermuda,"14,135",,135 ,,"13,664",,336,,"228,548","2,183","893,980","14,454,703","61,847 ",North America,,,"5,433",2022-05-17
Dominica,"13,116",,63 ,,"12,465",,588,,"181,358",871,"196,777","2,720,883","72,321 ",North America,,,"8,130",2022-05-17
Samoa,"12,051",+380,24 ,,"1,605",,"10,422",4,"59,990",119,"93,905","467,459","200,884 ",Australia/Oceania,"1,892",,"51,881",2022-05-17
Monaco,"12,035",,54  ,,"11,922",,59,4,"302,668","1,358","54,960","1,382,189","39,763 ",Europe,,,"1,484",2022-05-17
Gambia,"11,999",,365 ,,"11,591",,43,,"4,717",143,"155,686","61,202","2,543,798 ",Africa,,,17 ,2022-05-17
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,187",369,"164,926","2,895,776","56,954 ",North America,,,"161,341",2022-05-17
Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,541"," 31,056,210 ",Asia,,,21,2022-05-17
Tonga,"11,348",+68,11 ,,"10,514",,823,,"105,133",102,"518,262","4,801,434","107,939 ",Australia/Oceania,630,,"7,625",2022-05-17
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7,"265,708","1,579","112,382","2,816,521","39,901 ",North America,,,"229,067",2022-05-17
Sint Maarten,"10,189",+66,86 ,,"10,068",+83,35,10,"232,689","1,964","62,056","1,417,192","43,788 ",North America,"1,507",,799,2022-05-17
Caribbean Netherlands,"9,986",,35 ,,"9,886",,65,,"374,288","1,312","30,126","1,129,160","26,680 ",North America,,,"2,436",2022-05-17
Eritrea,"9,751",+6,103 ,,"9,633",+1,15,,"2,680",28,"23,693","6,512"," 3,638,365 ",Africa,2,,4,2022-05-17
Niger,"9,013",,310 ,,"8,579",,124,1,349,12,"253,043","9,790","25,847,107 ",Africa,,,5,2022-05-17
Vanuatu,"8,508",+44,14 ,,"8,196",+46,298,,"26,539",44,"24,976","77,907","320,586 ",Australia/Oceania,137,,930,2022-05-17
Guinea-Bissau,"8,222",,171 ,,"8,010",,41,6,"4,001",83,"136,655","66,495","2,055,108 ",Africa,,,20,2022-05-17
Comoros,"8,100",,160 ,,"7,933",,7,,"8,957",177,,,"904,294 ",Africa,,,8,2022-05-17
Antigua and Barbuda,"7,795",,137 ,,"7,536",,122,1,"78,383","1,378","18,901","190,059","99,448 ",North America,,,"1,227",2022-05-17
Sierra Leone,"7,682",,125 ,,,,,,928,15,"259,958","31,393","8,280,804 ",Africa,,,331,2022-05-17
Liberia,"7,452",,294 ,,"5,747",,"1,411",2,"1,411",56,"139,824","26,480","5,280,302 ",Africa,,,267,2022-05-17
Chad,"7,415",,193 ,,"4,874",,"2,348",,428,11,"191,341","11,055","17,308,432 ",Africa,,,136,2022-05-17
St. Vincent Grenadines,"6,801",,106 ,,"6,641",,54,,"60,941",950,"99,138","888,333","111,600 ",North America,,,484,2022-05-17
British Virgin Islands,"6,573",,62 ,,,,,1,"214,748","2,026","103,637","3,385,945","30,608 ",North America,,,"5,064",2022-05-17
Turks and Caicos,"6,046",,36 ,,"5,963",,47,4,"152,300",907,"505,354","12,729,961","39,698 ",North America,,,"1,184",2022-05-17
Sao Tome and Principe,"5,973",,73 ,,"5,897",,3,,"26,338",322,"29,036","128,035","226,782 ",Africa,,,13,2022-05-17
Saint Kitts and Nevis,"5,622",+12,43 ,,"5,556",+5,23,,"104,297",798,"70,707","1,311,721","53,904 ",North America,223,,427,2022-05-17
Cook Islands," 5,443",,1 ,,"5,341",,101,,"309,367",57,"17,641","1,002,671","17,594 ",Australia/Oceania,,,"5,741",2022-05-17
Palau,"4,936",+57,6 ,,"4,200",+34,730,1,"270,377",329,"50,415","2,761,558","18,256 ",Australia/Oceania,"3,122",,"39,987",2022-05-17
St. Barth,"4,611",,6 ,,,,,,"464,210",604,"78,646","7,917,648","9,933 ",North America,,,"417,095",2022-05-17
Anguilla,"3,116",,9 ,,"3,042",,65,4,"204,274",590,"51,382","3,368,428","15,254 ",North America,,,"4,261",2022-05-17
Kiribati,"3,094",+1,13 ,,"2,602",,479,3,"25,179",106,,,"122,882 ",Australia/Oceania,8,,"3,898",2022-05-17
Saint Pierre Miquelon,"2,739",,1 ,,"2,449",,289,1,"477,095",174,"23,687","4,125,936","5,741 ",North America,,,"50,340",2022-05-17
Falkland Islands,"1,126",,,,,,,,"306,812",,"8,632","2,352,044","3,670 ",South America,,,"273,025",2022-05-17
Montserrat,794,,4 ,+1,428,,362,,"158,864",800,"11,238","2,248,499","4,998 ",North America,,200,"72,429",2022-05-17
Diamond Princess,712,,13 ,,699,,0,,,,,,,,,,,2022-05-17
Wallis and Futuna,454,,7 ,,438,,9,,"41,766",644,"20,508","1,886,661","10,870 ",Australia/Oceania,,,828,2022-05-17
Macao,82,,,,82,,0,,123,,"5,375","8,072","665,916 ",Asia,,,,2022-05-17
Vatican City,29,,,,29,,0,,"36,025",,,,805 ,Europe,,,,2022-05-17
Marshall Islands,17,,,,14,,3,,284,,,,"59,938 ",Australia/Oceania,,,50,2022-05-17
Western Sahara,10,,1 ,,9,,0,,16,2,,," 624,842 ",Africa,,,,2022-05-17
MS Zaandam,9,,2 ,,7,,0,,,,,,,,,,,2022-05-17
Niue,9,,,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,,,,2022-05-17
Nauru,8,,,,5,,3,,730,,,,"10,952 ",Australia/Oceania,,,274,2022-05-17
Micronesia, 7,,,,1,,6,,60,,,,"117,282 ",Australia/Oceania,,,51,2022-05-17
Saint Helena,2,,,,2,,0,,327,,,,"6,111 ",Africa,,,,2022-05-17
