"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,730",33,,,"6,773,276 ",North America,,,"2,073",2022-05-22
Gibraltar,"18,273",,102 ,,"16,579",,"1,592",,"542,676","3,029","534,283","15,867,278","33,672 ",Europe,,,"47,280",2022-05-22
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,289",203,"5,117","7,120","718,659 ",Australia/Oceania,,,"2,325",2022-05-22
South Sudan,"17,573",,138 ,,"13,514",,"3,921",1,"1,536",12,"395,064","34,529","11,441,362 ",Africa,,,343,2022-05-22
Liechtenstein,"17,397",+5,84 ,,"17,259",+11,54,,"453,827","2,191","102,174","2,665,362","38,334 ",Europe,130,,"1,409",2022-05-22
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,749", 12,,,"9,941,774 ",Asia,,,,2022-05-22
Grenada,"17,146",,223 ,,"15,792",,"1,131",4,"151,057","1,965","161,503","1,422,846","113,507 ",North America,,,"9,964",2022-05-22
San Marino,"16,991",,115  ,,"16,680",,196,4,"498,767","3,376","152,231","4,468,708","34,066 ",Europe,,,"5,754",2022-05-22
Equatorial Guinea,"15,910",,183 ,,"15,704",,23,5,"10,678",123,"320,949","215,414","1,489,917 ",Africa,,,15,2022-05-22
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,398",186,"305,941","301,387","1,015,110 ",Africa,,,15,2022-05-22
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,937",23,"81,294","16,297","4,988,203 ",Africa,,,"1,539",2022-05-22
Bermuda,"14,442",,137 ,,"13,945",,360,,"233,523","2,215","903,163","14,603,890","61,844 ",North America,,,"5,821",2022-05-22
Dominica,"13,116",,63 ,,"12,465",,588,,"181,353",871,"196,777","2,720,808","72,323 ",North America,,,"8,130",2022-05-22
Samoa,"12,382",,25 ,,"1,605",,"10,752",4,"61,632",124,"98,999","492,773","200,902 ",Australia/Oceania,,,"53,519",2022-05-22
Monaco,"12,109",+10,57 ,,"11,983",+16,69,4,"304,499","1,433","54,960","1,382,050","39,767 ",Europe,251,,"1,735",2022-05-22
Gambia,"11,999",,365 ,,"11,591",,43,,"4,715",143,"155,686","61,180","2,544,730  ",Africa,,,17,2022-05-22
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,180",369,"164,926","2,895,674","56,956 ",North America,,,"161,335",2022-05-22
Yemen,"11,819",,"2,149 ",,"9,009",, 661,23,380,69,"265,253","8,539","31,065,205 ",Asia,,,21,2022-05-22
Tonga,"11,500",+106,11 ,,"10,875",+182,614,,"106,526",102,"535,009","4,955,852","107,955 ",Australia/Oceania,982,,"5,688",2022-05-22
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7,"265,648","1,579","112,382","2,815,886","39,910 ",North America,,,"229,015",2022-05-22
Sint Maarten,"10,189",,86 ,,"10,068",,35,10,"232,657","1,964","62,056","1,416,998","43,794 ",North America,,,799,2022-05-22
Caribbean Netherlands,"9,986",,35 ,,"9,886",,65,,"374,246","1,312","30,126","1,129,033","26,683 ",North America,,,"2,436",2022-05-22
Eritrea,"9,754",+1,103 ,,"9,640",,11,,"2,680",28,"23,693","6,511","3,639,036 ", Africa,0.3,,3,2022-05-22
Niger,"9,031",,310 ,,"8,628",,93,1,349,12,"254,538","9,843","25,859,150 ",Africa,,,4,2022-05-22
Vanuatu,"8,659",,14 ,,"8,287",,358,,"27,002",44,"24,976","77,883","320,685 ",Australia/Oceania,,,"1,116",2022-05-22
Guinea-Bissau,"8,246",+4,171 ,,"8,029",+18,46,6,"4,011",83,"137,803","67,033","2,055,746 ",Africa,2,,22,2022-05-22
Comoros,"8,100",,160 ,,"7,933",,7,,"8,955",177,,,"904,547 ",Africa,,,8,2022-05-22
Antigua and Barbuda,"7,942",+32,138 ,,"7,623",+26,181,1,"79,852","1,388","18,901","190,038","99,459 ",North America,322,,"1,820",2022-05-22
Sierra Leone,"7,682",,125 ,,,,,,927,15,"259,958","31,384","8,283,025 ",Africa,,,331,2022-05-22
Liberia,"7,455",,294 ,,"5,747",,"1,414",2,"1,411",56,"139,824","26,472","5,281,930 ",Africa,,,268,2022-05-22
Chad,"7,415",,193 ,,"4,874",,"2,348",,428,11,"191,341","11,051","17,314,897 ",Africa,,,136,2022-05-22
St. Vincent Grenadines,"6,843", +9,106 ,,"6,641",,96,,"61,314",950,"99,409","890,722","111,605 ",North America,81,,860,2022-05-22
British Virgin Islands,"6,690",,62 ,,,,,1,"218,549","2,025","103,895","3,394,041","30,611 ",North America,,,"4,312",2022-05-22
Turks and Caicos,"6,097",,36 ,,"6,026",,35,4,"153,557",907,"512,050","12,896,361","39,705 ",North America,,,882,2022-05-22
Sao Tome and Principe,"5,973",,73 ,,"5,897",,3,,"26,332",322,"29,036","128,004","226,837 ",Africa,,,13,2022-05-22
Saint Kitts and Nevis,"5,669",+15,43 ,,"5,570",+10,56,,"105,159",798,"70,707","1,311,599","53,909 ",North America,278,,"1,039",2022-05-22
Cook Islands,"5,543",,1 ,,"5,433",,109,,"315,051",57,"18,004","1,023,303","17,594 ",Australia/Oceania,,,"6,195",2022-05-22
Palau,"4,967",,6 ,,"4,240",,721,1,"272,060",329,"51,089","2,798,324","18,257 ",Australia/Oceania,,,"39,492",2022-05-22
St. Barth,"4,611",,6 ,,,,,,"464,163",604,"78,646","7,916,851","9,934 ",North America,,,"417,053",2022-05-22
Anguilla,"3,116",,9 ,,"3,042",,65,4,"204,248", 590,"51,382","3,367,986","15,256 ",North America,,,"4,261",2022-05-22
Kiribati,"3,098",,13 ,,"2,602",,483,3,"25,206",106,,,"122,907 ",Australia/Oceania,,,"3,930",2022-05-22
Saint Pierre Miquelon,"2,748",,1 ,,"2,449",,298,1,"478,662",174,"23,787","4,143,355","5,741 ",North America,,,"51,907",2022-05-22
Falkland Islands,"1,512",,,,,,,,"411,877",,"8,632","2,351,403","3,671 ",South America,,," 378,099",2022-05-22
Montserrat,915,+29,4 ,,749,+98,162,,"183,073",800,"12,010","2,402,961","4,998 ",North America,"5,802",,"32,413",2022-05-22
Diamond Princess,712,,13 ,,699,,0,,,,,,,,,,,2022-05-22
Wallis and Futuna,454,,7 ,,438,,9,,"41,774",644,"20,508","1,887,008","10,868 ",Australia/Oceania,,,828,2022-05-22
Macao,82,,,,82,,0,,123,,"5,375","8,070","666,037 ",Asia,,,,2022-05-22
Vatican City,29,,,,29,,0,,"36,025",,,,805 ,Europe,,,,2022-05-22
Marshall Islands,17,,,,14,,3,,284,,,,"59,944 ",Australia/Oceania,,,50,2022-05-22
Western Sahara,10,,1 ,,9,,0,,16,2,,,"625,043  ",Africa,,,,2022-05-22
MS Zaandam,9,,2 ,,7,,0,,,,,,,,,,,2022-05-22
Niue,9,,,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,,,,2022-05-22
Nauru,8,,,,5,,3,,730,,,,"10,952 ",Australia/Oceania,,,274,2022-05-22
Micronesia,7,,,,1,,6,,60,,,,"117,298 ",Australia/Oceania,,,51,2022-05-22
Saint Helena,2,,,,2,,0,,327,,,,"6,111 ",Africa,,,,2022-05-22
