"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,731",33,,,"6,771,123 ",North America,,,"2,074",2022-05-13
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,305",203,"5,117","7,125","718,197 ",Australia/Oceania,,,"2,327",2022-05-13
Gibraltar,"18,129",,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278"," 33,672 ",Europe,,,"43,003",2022-05-13
South Sudan,"17,525",,138 ,,"13,514",,"3,873",1,"1,532",12,"389,677","34,069","11,437,777 ",Africa,,,339,2022-05-13
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,750",12,,,"9,935,906 ",Asia,,,,2022-05-13
Liechtenstein,"17,329",+14,84 ,,"17,166",,79,,"452,077","2,191","102,174","2,665,501","38,332 ",Europe,365,,"2,061",2022-05-13
San Marino,"16,852",+29,115 ,,"16,454",+30,283,4,"494,716","3,376","152,231","4,468,970","34,064 ",Europe,851,,"8,308",2022-05-13
Grenada,"16,344",+153,221 ,,"14,634",+8,"1,489",4,"144,009","1,947","157,363","1,386,544","113,493 ",North America,"1,348",,"13,120",2022-05-13
Equatorial Guinea,"15,910",,183 ,,"15,701",,26,5,"10,688",123,"317,211","213,086","1,488,651 ",Africa,,,17,2022-05-13
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,404",186,"305,941","301,504","1,014,717 ",Africa,,,15,2022-05-13
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,938",23,"81,294","16,305","4,985,906 ",Africa,,,"1,540",2022-05-13
Bermuda,"14,135",,135 ,,"13,664",,336,,"228,537","2,183","893,980","14,454,002","61,850 ",North America,,,"5,432",2022-05-13
Dominica,"12,685",,63 ,,"12,323",,299,,"175,406",871,"194,894","2,694,958","72,318 ",North America,,,"4,135",2022-05-13
Monaco,"12,002",+2,54 ,,"11,853",+11,95,4,"301,869","1,358","54,960","1,382,329","39,759 ",Europe,50,,"2,389",2022-05-13
Gambia,"11,999",+3,365 ,,"11,591",,43,,"4,719",144,"155,686","61,225","2,542,867 ",Africa,1,,17,2022-05-13
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,191",369,"164,926","2,895,826","56,953 ",North America,,,"161,344",2022-05-13
Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,544","31,047,216 ",Asia,,,21,2022-05-13
Samoa,"11,313",+268,24 ,+1,"1,605",,"9,684",4,"56,321",119,"85,921","427,753","200,866 ",Australia/Oceania,"1,334",5,"48,211",2022-05-13
Tonga,"11,049",,11 ,,"10,110",,928,,"102,379",102,"518,262","4,802,146","107,923 ",Australia/Oceania,,,"8,599",2022-05-13
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7," 265,768","1,579","112,382","2,817,156","39,892 ",North America,,,"229,119",2022-05-13
Sint Maarten,"10,123",,86 ,,"9,985",,52,10,"231,219","1,964","62,056","1,417,419","43,781 ",North America,,,"1,188",2022-05-13
Caribbean Netherlands,"9,915",+12,35 ,,"9,829",+10,51,,"371,682","1,312","30,126","1,129,330","26,676 ",North America,450,,"1,912",2022-05-13
Eritrea,"9,745",+5,103 ,,"9,632",,10,,"2,679",28,"23,693","6,513","3,637,694 ",Africa,1,,3,2022-05-13
Niger,"9,013",+3,310 ,,"8,579",+2,124,1,349,12,"253,043","9,795","25,835,063 ",Africa,0.1,,5,2022-05-13
Vanuatu,"8,289",+48,14 ,,"7,876",+151,399,," 25,864",44,"24,976","77,931","320,488 ",Australia/Oceania,150,,"1,245",2022-05-13
Guinea-Bissau,"8,216",+1,171 ,,"8,005",,40,6,"3,999",83,"136,232","66,310","2,054,471 ",Africa,0.5,,19,2022-05-13
Comoros,"8,100",,160 ,,"7,933",,7,,"8,960",177,,,"904,040 ",Africa,,,8,2022-05-13
Antigua and Barbuda,"7,721",,137 ,,"7,511",,73,1,"77,647","1,378","18,901","190,080","99,437 ",North America,,,734,2022-05-13
Sierra Leone,"7,682",,125 ,,,,,,928,15,"259,958","31,401","8,278,584 ",Africa,,,331,2022-05-13
Liberia,"7,451",,294 ,,"5,747",,"1,410",2,"1,412",56,"139,824","26,488","5,278,673 ",Africa,,,267,2022-05-13
Chad,"7,414",,193 ,,"4,874",,"2,347",,429,11,"191,341","11,059","17,301,967 ",Africa,,,136,2022-05-13
St. Vincent Grenadines,"6,797",+3,106 ,,"6,641",,50,,"60,908",950,"99,138","888,373","111,595 ",North America,27,,448,2022-05-13
British Virgin Islands,"6,573",,62 ,,,,,1,"214,769","2,026","103,637","3,386,277","30,605 ",North America,,,"5,065",2022-05-13
Turks and Caicos,"6,046",,36 ,,"5,963",,47,4,"152,327",907,"505,354","12,732,206","39,691 ",North America,,,"1,184",2022-05-13
Sao Tome and Principe,"5,970",,73 ,,"5,891",,6,,"26,331",322,"29,036"," 128,066","226,726 ",Africa,,,26,2022-05-13
Saint Kitts and Nevis,"5,602",+2,43 ,,"5,546",+6,13,,"103,935",798,"70,707","1,311,843","53,899 ",North America,37,,241,2022-05-13
Cook Islands,"5,410",+20,1 ,,"5,291",+17,118,,"307,491",57,"17,469","992,895","17,594 ",Australia/Oceania,"1,137",,"6,707",2022-05-13
Palau,"4,879",+97,6 ,,"4,166",+79,707,1,"267,284",329,"49,264","2,698,806","18,254 ",Australia/Oceania,"5,314",,"38,731",2022-05-13
St. Barth,"4,611",,6 ,,,,,,"464,210",604,"78,646","7,917,648","9,933 ",North America,,,"417,095",2022-05-13
Kiribati,"3,093",,13 ,,"2,602",,478,3,"25,176",106,,,"122,857 ",Australia/Oceania,,,"3,891",2022-05-13
Anguilla,"2,984",,9 ,,"2,916",,59,4,"195,646",590,"51,382","3,368,870","15,252 ",North America,,,"3,868",2022-05-13
Saint Pierre Miquelon,"2,739",,1 ,,"2,449",,289,1,"477,095",174,"23,687","4,125,936","5,741 ",North America,,,"50,340",2022-05-13
Falkland Islands,"1,126",,,,,,,,"306,979",,"8,632","2,353,326","3,668 ",South America,,,"273,173 ",2022-05-13
Montserrat,747,,2 ,,390,,355,,"149,460",400,"11,238","2,248,499","4,998 ",North America,,,"71,028",2022-05-13
Diamond Princess,712,,13 ,,699,,0,,,,,,  ,,,,,2022-05-13
Wallis and Futuna,454,,7 ,,438,,9,,"41,755",644,"20,508","1,886,140","10,873 ",Australia/Oceania,,,828,2022-05-13
Macao,82,,,,82,,0,,123,,"5,375","8,073","665,795 ",Asia,,,,2022-05-13
Vatican City,29,,,,29,,0,,"36,025",,,,805 ,Europe,,,,2022-05-13
Marshall Islands,17,,,,14,,3,,284,,,,"59,933 ",Australia/Oceania,,,50,2022-05-13
Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,641 ",Africa,,,,2022-05-13
MS Zaandam,9,,2 ,,7,,0,,,,,,,,,,,2022-05-13
Niue,9,,,,9,+1,0,,"5,468",,,,"1,646 ",Australia/Oceania,,,,2022-05-13
Micronesia,7,,,,1,,6,,60,,,,"117,265 ",Australia/Oceania,,,51,2022-05-13
Nauru,7,,,,4,,3,,639,,,,"10,951 ",Australia/Oceania,,,274,2022-05-13
Saint Helena,2,,,,2,,0,,327,,,,"6,111 ",Africa,,,,2022-05-13
