"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,330","21,976,584 ",Africa,,,1,2022-05-18
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,730",33,,,"6,772,199 ",North America,,,"2,073",2022-05-18
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,297",203,"5,117","7,122","718,428 ",Australia/Oceania,,,"2,326",2022-05-18
Gibraltar,"18,129",,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278","33,672 ",Europe,,,"43,003",2022-05-18
South Sudan,"17,551",+1,138 ,,"13,514",,"3,899",1,"1,534",12,"392,400","34,302","11,439,570 ",Africa,0.09,,341,2022-05-18
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,749",12,,,"9,938,840 ",Asia,,,,2022-05-18
Liechtenstein,"17,376",+15,84 ,,"17,232",+5,60,,"453,291","2,191","102,174","2,665,432","38,333 ",Europe,391,,"1,565",2022-05-18
Grenada,"16,918",+134,222 ,+1,"15,327",+449,"1,369",4,"149,057","1,956","160,339","1,412,678","113,500 ",North America,"1,181",9,"12,062",2022-05-18
San Marino,"16,852",,115 ,,"16,454",,283,4,"494,701","3,376","152,231","4,468,839","34,065 ",Europe,,,"8,308",2022-05-18
Equatorial Guinea,"15,910",,183 ,,"15,704",+3,23,5,"10,683",123,"320,949","215,506","1,489,284 ",Africa,,,15,2022-05-18
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,401",186,"305,941","301,446","1,014,913 ",Africa,,,15,2022-05-18
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,937",23,"81,294","16,301","4,987,055 ",Africa,,,"1,539",2022-05-18
Bermuda,"14,442",+307,137 ,+2,"13,945",+281,360,,"233,512","2,215","903,163","14,603,182","61,847 ",North America,"4,964",32,"5,821",2022-05-18
Dominica,"13,116",,63 ,,"12,465",,588,,"181,358",871,"196,777","2,720,883","72,321 ",North America,,,"8,130",2022-05-18
Samoa,"12,051",,24 ,,"1,605",,"10,422",4,"59,990",119,"93,905","467,459","200,884 ",Australia/Oceania,,,"51,881",2022-05-18
Monaco,"12,035",,54 ,,"11,922",,59,4,"302,668","1,358","54,960","1,382,189","39,763 ",Europe,,,"1,484",2022-05-18
Gambia,"11,999",,365 ,,"11,591",,43,,"4,717",143,"155,686","61,202","2,543,798 ",Africa,,,17,2022-05-18
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,187",369,"164,926","2,895,776","56,954 ",North America,,,"161,341",2022-05-18
Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,541","31,056,210 ",Asia,,,21,2022-05-18
Tonga,"11,394",+46,11 ,,"10,693",+179,690,,"105,560",102,"535,009","4,956,587","107,939 ",Australia/Oceania,426,,"6,392",2022-05-18
Saint Martin," 10,602",,63 ,,"1,399",,"9,140",7,"265,708","1,579","112,382","2,816,521","39,901 ",North America,,,"229,067",2022-05-18
Sint Maarten,"10,189",,86 ,,"10,068",,35,10,"232,689","1,964","62,056","1,417,192","43,788 ",North America,,,799,2022-05-18
Caribbean Netherlands,"9,986",,35 ,,"9,886",,65,,"374,288","1,312","30,126","1,129,160","26,680 ",North America,,,"2,436",2022-05-18
Eritrea,"9,751",,103 ,,"9,633",,15,," 2,680",28,"23,693","6,512","3,638,365 ",Africa,,,4,2022-05-18
Niger,"9,031",+18,310 ,,"8,628",+49,93,1,349,12,"254,538","9,848","25,847,107 ",Africa,0.7,,4,2022-05-18
Vanuatu,"8,612",+104,14 ,,"8,240",+44,358,,"26,863",44,"24,976","77,907","320,586 ",Australia/Oceania,324,,"1,117",2022-05-18
Guinea-Bissau,"8,240",+18,171 ,,"8,011",+1,58,6,"4,010",83,"137,045","66,685","2,055,108 ",Africa, 9,,28,2022-05-18
Comoros,"8,100",,160 ,,"7,933",,7,,"8,957",177,,,"904,294 ",Africa,,,8,2022-05-18
Antigua and Barbuda,"7,855",+60,138 ,+1,"7,556",+20,161,1,"78,986","1,388","18,901","190,059","99,448 ",North America,603,10,"1,619",2022-05-18
Sierra Leone,"7,682",,125 ,,,,,,928,15,"259,958","31,393","8,280,804 ",Africa,,,331,2022-05-18
Liberia,"7,452",,294 ,,"5,747",,"1,411",2,"1,411",56,"139,824","26,480","5,280,302 ",Africa,,,267,2022-05-18
Chad,"7,415",,193 ,,"4,874",,"2,348",,428,11,"191,341","11,055","17,308,432 ",Africa,,,136,2022-05-18
St. Vincent Grenadines,"6,818",+17,106 ,,"6,641",,71,,"61,093",950,"99,236","889,211","111,600 ",North America,152,,636,2022-05-18
British Virgin Islands,"6,573",,62 ,,,,,1,"214,748"," 2,026","103,637","3,385,945","30,608 ",North America,,,"5,064",2022-05-18
Turks and Caicos,"6,097",+51,36 ,,"6,026",+63,35,4,"153,585",907,"512,050","12,898,635","39,698 ",North America,"1,285",,882,2022-05-18
Sao Tome and Principe,"5,973",,73 ,,"5,897",,3,,"26,338",322,"29,036","128,035","226,782 ",Africa,,,13,2022-05-18
Saint Kitts and Nevis,"5,626",+4,43 ,,"5,556",,27,,"104,371",798,"70,707","1,311,721","53,904 ",North America,74,,501,2022-05-18
Cook Islands,"5,508",+65,1 ,,"5,401",+60,106,,"313,061",57,"17,835","1,013,698","17,594 ",Australia/Oceania,"3,694",,"6,025",2022-05-18
Palau,"4,936",,6 ,,"4,200",,730,1,"270,377",329,"50,415","2,761,558","18,256 ",Australia/Oceania,,,"39,987",2022-05-18
St. Barth,"4,611",,6 ,,,,,,"464,210",604,"78,646","7,917,648","9,933 ",North America,,,"417,095",2022-05-18
Anguilla,"3,116",,9 ,,"3,042",,65,4,"204,274",590,"51,382","3,368,428","15,254 ",North America,,,"4,261",2022-05-18
Kiribati,"3,098",+4,13 ,,"2,602",,483,3,"25,211",106,,,"122,882 ",Australia/Oceania,33,,"3,931",2022-05-18
Saint Pierre Miquelon,"2,739",,1 ,,"2,449",,289,1,"477,095",174,"23,687","4,125,936","5,741 ",North America,,,"50,340",2022-05-18
Falkland Islands,"1,512",+386,,,,,,,"411,989",,"8,632","2,352,044","3,670 ",South America,"105,177",,"378,202",2022-05-18
Montserrat,861,+67,4 ,,552,+124,305,,"172,269",800,"11,827","2,366,347","4,998 ",North America,"13,405",,"61,024",2022-05-18
Diamond Princess,712,,13 ,,699,,0,,,,,,,,,,,2022-05-18
Wallis and Futuna,454,,7 ,,438,,9,,"41,766",644,"20,508","1,886,661","10,870 ",Australia/Oceania,,,828,2022-05-18
Macao,82,,,,82,,0,,123,,"5,375","8,072","665,916 ",Asia,,,,2022-05-18
Vatican City,29,,,,29,,0,,"36,025",,,,805 ,Europe,,,,2022-05-18
Marshall Islands,17,,,,14,,3,,284,,,,"59,938 ",Australia/Oceania,,,50,2022-05-18
Western Sahara,10,,1 ,, 9,,0,,16,2,,,"624,842 ",Africa,,,,2022-05-18
MS Zaandam,9,,2 ,,7,,0,,,,,,,,,,,2022-05-18
Niue,9,,,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,,,,2022-05-18
Nauru,8,,,,5,,3,,730,,,,"10,952 ",Australia/Oceania,,,274,2022-05-18
Micronesia,7,,,,1,,6,,60,,,,"117,282 ",Australia/Oceania,,,51,2022-05-18
Saint Helena,2,,,,2,,0,,327,,,,"6,111 ",Africa,,,,2022-05-18
